DOT-IPEN-177,2024-12-31
DOTAREM,2026-08-31
DOVÁSC,2025-08-31
DOXANEO,2026-07-31
DOXAPROST,2027-12-31
DOXATIVO,2030-10-31
DOXICICLINA,2026-09-30
DOXICLIN,2026-06-30
DOXOPEG,2026-09-30
DOXPROVIR,2031-09-30
DOXURAN,2028-03-31
DOZEMAST,2029-08-31
DOZOITO,2030-06-30
DPHAR,2030-02-28
DPREV CAPS,2029-01-31
DPREV GOTAS,2029-11-30
DRAMAVIT B6,2028-01-31
DRAXX B6,2023-05-31
DRENATAN,2029-06-30
DRENIFORMIO,2027-02-28
DRENISON N,2027-02-28
DRENOGRIP,2026-09-30
DRICS,2029-04-30
DRONIK,2028-11-30
DROPERDAL,2028-10-31
DROPTIM,2027-03-31
DROPY-D,2026-07-31
DROSPIRENONA+ ETINILESTRADIOL,2031-05-31
DROTIZIN,2025-08-31
DROXAINE,2027-03-31
DROXY,2025-12-31
DRUSOLOL,2027-04-30
DRY,2029-06-30
DRYLTAC,2026-06-30
DTN-FOL,2026-09-30
DUAKLIR GENUAIR,2029-08-31
DUATLO,2028-10-31
DUAVIVE,2028-06-30
DUCODIL,2025-07-31
DUCOX,2029-06-30
DUELLE,2027-02-28
DUGAR,2028-05-31
DULCOFITO,2030-04-30
DULCOLAX GOTAS,2031-04-30
DULLO,2030-06-30
DULORGRAN,2028-07-31
DUNIA 35,2029-02-28
DUO-DECADRON,2029-04-30
DUO-TRAVATAN,2027-01-31
DUOACT,2028-10-31
DUODEX,2030-10-31
DUOFLAM,2026-10-31
DUOMO,2028-05-31
DUOMO HP,2028-02-29
DUOSOL COM POTÁSSIO,2029-02-28
DUOSOL SEM POTÁSSIO,2029-02-28
DUOTRAT,2027-04-30
DUOVENT,2028-03-31
DUPHALAC,2026-02-28
DUPHASTON,2027-07-31
DUPLA,2030-01-31
DUPLIVIR,2028-12-31
DURATESTON,2026-08-31
DURATOCIN,2031-08-31
DUROGESIC,2025-09-30
DUSPATALIN,2028-08-31
DUTAM,2027-07-31
DUTASTERIDA,2030-01-31
DUTASTERIDA + CLORIDRATO DE TANSULOSINA,2027-06-30
DUXIO,2031-07-31
DVITERD3,2030-08-31
DVITTA,2029-09-30
DYMISTA,2025-01-31
DYSPORT,2029-04-30
D’ORTO,2029-12-31
DÁIVA,2025-08-31
DÊLUX,2030-02-28
E-TABS,2027-03-31
EACA BALSÂMICO,2026-05-31
EBASTEL,2027-03-31
EBATZ,2029-06-30
EBIX,2028-08-31
EBYMECT,2031-08-31
ECALTA,2028-11-30
ECASIL-81,2027-07-31
ECD-TEC,2023-10-31
ECOS,2025-07-31
ECTRIN,2031-07-31
EDISTRIDE,2031-08-31
EFAVIRENZ,2029-01-31
EFEDRIN,2027-03-31
EFEXOR,2025-05-31
EFFIENT,2027-01-31
EFICENTUS,2029-07-31
EFRINALIN,2027-03-31
EGURINEL,2030-04-30
EKLIRA,2029-05-31
EKSON,2028-02-29
ELANI,2025-05-31
ELANI CICLO,2027-04-30
ELATIUM,2029-07-31
ELCODRIX DC,2027-02-28
ELIFORE,2027-05-31
ELIGARD,2026-02-28
ELIQUIS,2026-07-31
ELIXIR CÓLICO,2028-08-31
ELIXIR PAREGÓRICO CATARINENSE,2027-11-30
ELIZIP,2030-10-31
ELODIUS,2029-04-30
ELONVA,2026-07-31
ELOTIN,2027-03-31
ELPENZO,2029-12-31
ELPRAZOL,2025-07-31
ELÔ,2026-05-31
EMAH,2029-02-28
EMAMA,2025-03-31
EMEND,2023-08-31
EMEND INJETÁVEL,2027-11-30
EMGALITY,2029-07-31
EMIBAZET,2026-10-31
EMIBAZET SINV,2027-09-30
EMISTIN,2029-08-31
EMLA,2029-11-30
EMPAK,2029-07-31
EMPLICITI,2027-12-31
EMPROL XR,2025-06-30
EMS-PRED,2026-03-31
EMSCORT,2026-05-31
EMSEXPECTOR,2028-02-29
EMSFEB EFE,2028-08-31
EMSGRIP,2029-04-30
EMSGRIP CAF,2029-10-31
EMTAZ,2025-12-31
EMULSÃO SCOTT,2029-09-30
ENABLEX,2029-09-30
ENALAMED,2026-03-31
ENAPLEX,2025-07-31
ENAPROTEC,2029-12-31
ENAVO ODT,2029-09-30
ENAX,2027-11-30
ENBREL,2028-03-31
ENBREL PFS,2029-05-31
ENCRISE,2028-10-31
ENDCOFF,2029-04-30
ENDOCRIS,2029-10-31
ENDOFER,2027-06-30
ENDOFOLIN,2029-01-31
ENDONIDAZOL,2026-10-31
ENDROSTAN,2028-12-31
ENEMA JP,2026-02-28
ENEMIN,2029-04-30
ENERGIL C,2025-06-30
ENERGIL C AMINO,2028-03-31
ENERGIL ZINCO,2028-07-31
ENERGRIP C,2025-09-30
ENFLURAN,2026-04-30
ENGERIX B,2028-03-31
ENGOV,2029-08-31
ENGRAN,2030-09-30
ENGYSTOL,2028-11-30
ENIAGOR,2030-08-31
ENO TABS FRUTAS SORTIDAS,2029-08-31
ENOXALOW,2029-02-28
ENSPRYNG,2030-12-31
ENTARKIN,2026-01-31
ENTEROFTAL,2025-07-31
ENTRESTO,2027-05-31
ENTYVIO,2030-05-31
ENVID,2027-04-30
ENXAK,2026-07-31
EPAPHYTO,2028-05-31
EPATIVAN,2028-11-30
EPCLUSA,2028-06-30
EPHYNAL,2025-10-31
EPICITRIN,2026-07-31
EPIDUO,2029-10-31
EPIKABI,2024-04-30
EPILENIL,2025-02-28
EPILEPTIL,2026-06-30
EPINEFRINA,2029-11-30
EPITEGEL,2029-01-31
EPITEZAN,2021-10-31
EPIVIR,2026-05-31
EPOCLER,2025-12-31
EPONIM,2028-09-30
EPREX,2025-12-31
EPYL,2030-05-31
EPÉZ,2029-12-31
EPÓSIDO,2025-05-31
ERANFUL,2028-07-31
ERANZ,2028-12-31
ERBITUX,2026-10-31
ERELZI,2029-12-31
ERFANDEL,2029-09-30
ERGOMETRIN,2029-02-28
ERITROMAX,2029-10-31
ERITROPOIETINA,2025-08-31
ERIVEDGE,2026-10-31
ERLEADA,2028-10-31
EROXYM,2028-08-31
ERTAPENEM SÓDICO,2030-05-31
ERYSIDORON-1,2025-08-31
ESALERG,2028-11-30
ESALERG D12,2028-09-30
ESALERG GOTAS,2029-05-31
ESBRIET,2026-06-30
ESC ODT,2031-04-30
ESCAB-IFAL,2026-07-31
ESCABIN,2028-03-31
ESCENA,2028-11-30
ESCILEX,2026-05-31
ESCINA + POLISSULFATO DE ESCINA SÓDICA + SALICILATO DE DIETILAMÔNIO,2029-05-31
ESCIP,2028-05-31
ESCOPEN COMPOSTO,2025-07-31
ESKAVIT,2026-03-31
ESKEMICO,2028-07-31
ESMERON,2026-05-31
ESMOG,2027-11-30
ESOGASTRO,2027-11-30
ESOGASTRO IBP,2028-12-31
ESOMEPRAZOL MAGNÉSIO TRIIDRATADO,2027-05-31
ESOMEPRAZOL SODICO,2027-02-28
ESOMEX,2026-12-31
ESOP,2026-12-31
ESPASLIT DUO,2027-01-31
ESPASMO FLATOL,2028-03-31
ESPASMODID COMPOSTO,2030-02-28
ESPECTROPRIMA,2029-05-31
ESPINHEIRA SANTA,2027-12-31
ESPINHEIRA SANTA HERBARIUM,2028-06-30
ESPINHEIRA SANTA NATULAB,2028-04-30
ESPINHEIRA SANTA ORIENT,2029-09-30
ESPRAN,2025-06-30
ESTAFAN C,2028-01-31
ESTALIS,2025-04-30
ESTIMORAL,2027-06-30
ESTOMADEFENS,2030-12-31
ESTOMANOL,2029-06-30
ESTOMAZIL,2026-02-28
ESTOMAZIL PASTILHAS,2026-05-31
ESTRADIOL + DIDROGESTERONA,2025-03-31
ESTRADIOL + DROSPIRENONA,2031-06-30
ESTRADOT,2027-10-31
ESTRENTOR,2022-10-31
ESTRIOL,2028-02-29
ESTRIONIL,2027-10-31
ETHAMOLIN,2028-06-30
ETILDOPANAN,2022-01-31
ETILEFRIL,2027-06-30
ETINILESTRADIOL + ACETATO DE CIPROTERONA,2030-05-31
ETINILESTRADIOL+DESOGESTREL,2028-12-31
ETNA,2029-04-30
ETOD,2030-09-30
ETOPOSÍDEO,2026-06-30
ETORICOXIBE,2029-05-31
ETOXIN,2028-02-29
EUCAPROL,2027-12-31
EUDOK,2026-02-28
EUFLEXXA,2026-08-31
EUNADES CS,2027-09-30
EUPEPT,2027-04-30
EUPHORBIUM COMPOSITUM SN,2028-10-31
EUPRESSIN,2040-01-31
EUPRESSIN H,2029-05-31
EUTRAMIX,2027-12-31
EUTROPIN,2029-06-30
EUTYMIA XL,2030-11-30
EVANOR,2028-06-30
EVENITY,2030-12-31
EVEROLIMO,2028-07-31
EVICEL,2029-12-31
EVIR,2028-04-30
EVISTA,2028-01-31
EVOBRIG,2029-12-31
EVOCANIL,2022-12-31
EVOCARB,2028-07-31
EVODAZIN,2025-04-30
EVOLOX,2026-09-30
EVOPOSDO,2028-07-31
EVORUBICIN,2026-04-30
EVOTAXEL,2029-10-31
EVOTECAN,2026-04-30
EVOTERIN,2029-03-31
EVOXALI,2028-07-31
EVOZAR,2029-10-31
EVRA,2027-12-31
EVRYSDI,2023-10-31
EXAFOB,2028-04-30
EXCALV,2025-09-30
EXELMIN,2029-07-31
EXELON,2028-02-29
EXFORGE HCT,2027-11-30
EXFUNO,2029-04-30
EXHER,2030-03-31
EXIT,2028-11-30
EXJADE,2026-01-31
EXODUS,2029-06-30
EXPEC,2028-11-30
EXPECTAMIN,2026-08-31
EXPECTOFLUI,2025-10-31
EXPECTOVIC,2026-04-30
EXPECTRAT,2035-08-31
EXPECTUSS,2027-07-31
EXPOLID,2026-08-31
EXRISP,2025-06-30
EXTAVIA,2027-10-31
EXTODIN,2025-12-31
EXTRALERG,2026-10-31
EXTRANEAL,2029-03-31
EXTRATO ALERGENICO DE DERIVADOS EPIDERMICOS,2026-07-31
EXTRATO ALERGÊNICO BACTERIANO,2028-05-31
EXTRATO ALERGÊNICO DE ALIMENTOS,2026-08-31
EXTRATO ALERGÊNICO DE INSETOS,2026-08-31
EXTRATO ALERGÊNICO DE PÓLEN,2026-08-31
EXTRATO ALERGÊNICO DE ÁCAROS,2029-12-31
EXTRATO DE CÉLULAS TÍMICAS,2026-01-31
EXTRATOS ALERGÊNICOS DE ÁCAROS CONCENTRADOS,2028-09-30
EYLIA,2027-10-31
EZ-TEC99M,2031-06-30
EZAFER,2030-12-31
EZET,2026-05-31
EZETROL,2028-01-31
EZONIA,2030-09-30
EZOPEN,2026-03-31
FABRAZYME,2030-04-30
FACOBA®,2030-11-30
FACTANE,2026-07-31
FACTIVE,2026-11-30
FAMOX,2028-06-30
FAMPYRA,2028-05-31
FANCLOMAX,2025-02-28
FANHDI,2025-12-31
FANORM,2027-08-31
FAR MANGUINHOS-DIAZEPAM,2026-01-31
FAR- MANGUINHOS ACIDO FOLICO,2028-08-31
FAR-MANGUINHOS CAPTOPRIL,2027-11-30
FAR-MANGUINHOS PRAZIQUANTEL,2027-09-30
FAR-MANGUINHOS VITAMINA A,2026-07-31
FAR-MANGUINHOS ZIDOVUDINA,2028-05-31
FAR-MANGUINHOS-LAMIVUDINA+ZIDOVUDINA,2029-02-28
FARLAC,2029-04-30
FARMACART,2023-05-31
FARMACE-GLICOSE,2025-02-28
FARMAFLAN,2028-12-31
FARMANGUINHOS ISONIAZIDA+RIFAMPICINA,2029-09-30
FARMANGUINHOS OSELTAMIVIR,2029-07-31
FARMANGUINHOS PRIMAQUINA,2030-07-31
FARMANGUINHOS RIFAMPICINA+ISONIAZIDA+PIRAZINAMIDA+ETAMBUTOL,2029-11-30
FARMANGUINHOS SULFATO FERROSO,2029-12-31
FARMARIN CPHD,2028-01-31
FARMORUBICINA,2029-12-31
FARMOXICAM,2026-10-31
FASENRA,2028-06-30
FASLODEX,2028-05-31
FASTFEN,2028-01-31
FASYS,2029-08-31
FATOR IX GRIFOLS,2025-08-31
FAULBLASTINA,2025-11-30
FAULDACAR,2028-08-31
FAULDCARBO,2029-02-28
FAULDCISPLA,2028-04-30
FAULDCITA,2029-12-31
FAULDFLUOR,2029-06-30
FAULDLEUCO,2029-06-30
FAULDMETRO,2028-08-31
FAULDOXO,2028-08-31
FAULDPAMI,2026-03-31
FAULDVINCRI,2025-07-31
FAXXA,2030-11-30
FAZOLON,2028-06-30
FDG,2028-12-31
FEBRIDOR,2027-07-31
FEBUPEN,2029-01-31
FELDANAX,2028-01-31
FELDENE,2029-10-31
FELISSA,2027-05-31
FEMARA,2028-04-30
FEMIANE,2026-08-31
FEMIGESTROL,2028-01-31
FEMINA,2025-07-31
FEMINIQUE 20,2027-07-31
FEMINIQUE 30,2027-05-31
FEMME,2028-03-31
FEMME COM FLÚOR,2028-04-30
FEMME FOLICO,2026-04-30
FEMMESIL,2029-09-30
FEMOSTON,2027-10-31
FEMYNAZOL,2026-04-30
FEN,2030-06-30
FENAREN,2028-07-31
FENATEC,2025-02-28
FENAXXE,2028-10-31
FENAZIC,2026-10-31
FENBIP,2028-07-31
FENDICAL,2028-02-29
FENDIZOATO DE CLOPERASTINA,2023-04-30
FENDROP,2022-11-30
FENERGAN,2026-08-31
FENERGAN EXPECTORANTE,2026-08-31
FENILEFRIN,2026-10-31
FENILMED,2027-04-30
FENITAL,2028-12-31
FENITAL ORAL,2027-04-30
FENITOINA SODICA,2027-01-31
FENLOC,2027-05-31
FENOBARBITAL (PORT. 344/98 LISTA B1),2026-03-31
FENOBARBITAL (PORTARIA 344/98 LISTA B1),2029-07-31
FENOBRATY,2026-05-31
FENOCRIS,2028-10-31
FENOSUPREX,2026-05-31
FENOXIMETILPENICILINA POTASSICA,2029-03-31
FENTANEST,2028-10-31
FENTANIL,2025-09-30
FENTEUDINI,2027-04-30
FENTIZOL,2028-06-30
FENTORA,2028-12-31
FERICIMED,2029-11-30
FERID,2027-06-30
FERINJECT,2027-10-31
FERRINI,2026-06-30
FERRIPROX,2027-07-31
FERRO,2029-03-31
FERROPURUM,2026-06-30
FERSIL,2025-09-30
FERTRYX,2030-05-31
FERVEX,2028-10-31
FERVITIN,2028-02-29
FETZIM,2029-05-31
FEXX,2029-02-28
FIASP,2028-05-31
FIBIRAX   PLANT,2025-07-31
FIBREMS,2025-07-31
FIBRINASE COM CLORANFENICOL,2026-07-31
FIBROGAMMIN P,2025-12-31
FIBRYGA,2030-02-28
FIGATIL,2027-10-31
FIGATOSAN,2027-08-31
FIGLON,2027-07-31
FIL,2031-04-30
FILGRASTIM,2026-01-31
FILGRASTINE,2030-03-31
FILINAR,2025-09-30
FILINAR G,2028-06-30
FILMCEL,2028-10-31
FINALOP,2028-05-31
FINARID,2025-09-30
FINASTIL,2027-07-31
FINEST EG,2027-07-31
FINIFERT,2031-08-31
FIPRIMA,2025-10-31
FIQUEZEN,2029-07-31
FIRMAGON,2026-01-31
FISIOTON,2027-07-31
FITA-TEC,2023-03-31
FITOBILOBA,2028-03-31
FITOBRONC,2029-05-31
FITOCALM,2029-11-30
FITOSCAR,2027-12-31
FITOVITAL,2030-07-31
FIXENATO,2030-09-30
FLAGYL,2026-08-31
FLAMAPE,2030-07-31
FLAMATRAT,2026-08-31
FLAMOSTAT,2029-12-31
FLANAX,2029-06-30
FLANAX XR,2031-04-30
FLANCOX,2028-06-30
FLANOLACO,2027-05-31
FLAVENOS,2026-05-31
FLAVONID,2025-03-31
FLAXIN,2026-08-31
FLEBLIV,2028-07-31
FLEBODIA,2029-12-31
FLEBOGAMMA,2025-09-30
FLEBON,2026-01-31
FLEDOID,2026-04-30
FLENUS,2025-11-30
FLEXALGIN,2028-05-31
FLEXTOSS,2027-05-31
FLIXONASE,2025-08-31
FLIXOTIDE,2025-07-31
FLODIN DUO,2026-10-31
FLOGIRAX,2027-11-30
FLOGO-ROSA,2027-02-28
FLOGOLAB,2025-05-31
FLOGORAL,2026-04-30
FLOMICIN,2029-12-31
FLOR DA NOITE COMPOSTA,2027-03-31
FLORALON,2025-11-30
FLORATE,2029-05-31
FLORATIL,2030-02-28
FLORAX,2026-12-31
FLORENT,2025-12-31
FLORINEFE,2029-06-30
FLOSEAL,2029-05-31
FLOSSOTEC,2027-11-30
FLOTAC,2029-02-28
FLOX,2029-08-31
FLOXAMOX,2026-05-31
FLOXICAM,2026-02-28
FLOXIMED,2029-04-30
FLOXINA,2028-05-31
FLOXOCIP,2027-06-30
FLUAD,2030-03-31
FLUARIX TETRA,2029-11-30
FLUCANIL,2028-03-31
FLUCELVAX TETRA,2030-02-28
FLUCISTEIN,2029-04-30
FLUCOL,2027-11-30
FLUCOLCID,2027-04-30
FLUCOMED,2026-09-30
FLUCONAL,2025-02-28
FLUCONEO,2027-03-31
FLUCONID,2027-12-31
FLUCOVIL,2025-06-30
FLUCOZEN,2025-02-28
FLUDALIBBS,2028-09-30
FLUDARA,2022-04-30
FLUESOCIL,2027-02-28
FLUFENAN,2029-02-28
FLUFENAN DEPOT,2029-02-28
FLUIBRON,2028-12-31
FLUIMARE,2026-08-31
FLUIMUCIL,2030-02-28
FLUIR,2029-05-31
FLUISOLVAN,2027-07-31
FLUITOSS,2027-03-31
FLUMAZIL,2026-10-31
FLUMEX,2023-11-30
FLUNARIN,2029-08-31
FLUNEXIL,2028-07-31
FLUOCINOLONA ACETONIDA +  SULFATO DE POLIMIXINA B + SULFATO DE NEOMIC,2028-11-30
FLUOCINOLONA ACETONIDA + SULFATO DE POLIMIXINA B + SULFATO DE NEOMICI,2025-09-30
FLUORGLIC,2029-04-30
FLUOXETIN,2027-03-31
FLUQUADRI,2030-01-31
FLURGYN,2027-10-31
FLUSAN,2025-12-31
FLUTAMIDA,2029-08-31
FLUTEP,2026-08-31
FLUTICAN,2025-09-30
FLUTIVATE,2025-09-30
FLUVIRAL DIA,2028-11-30
FLUVIRAL NOITE,2028-03-31
FLUX SR,2029-12-31
FLUXENE,2029-12-31
FLUXOCOR,2029-10-31
FLUXOCOR ANLO,2026-10-31
FLUXOLIV,2029-01-31
FLUXTAR,2029-01-31
FLYARE,2029-03-31
FOLACIN,2025-11-30
FOLANTINE,2025-12-31
FOLDAN,2029-04-30
FOLIFER,2027-06-30
FOLIFER FERRO,2023-01-31
FOLIFOLIN,2026-09-30
FOLIN,2028-08-31
FOLINAC,2029-08-31
FOLINATO DE CALCIO,2026-12-31
FOLINATO DE CÁLCIO,2025-07-31
FOLIRON,2027-01-31
FOLONIN,2029-04-30
FONDIZA,2030-01-31
FONERGORAL,2025-04-30
FONHEP,2030-05-31
FONT D,2030-04-30
FONTI B1,2028-08-31
FONTICAL,2025-12-31
FORADIL,2025-09-30
FORASEQ,2026-03-31
FORFIG,2030-02-28
FORITUS,2026-08-31
FORLUT,2028-09-30
FORMET,2026-06-30
FORTAZ,2028-03-31
FORTEN,2026-04-30
FORTEO,2028-03-31
FORTEVIRON,2029-09-30
FORTEVIT,2028-12-31
FORXIGA,2028-07-31
FOSAMAX D,2025-07-31
FOSFATO DE OSELTAMIVIR,2030-06-30
FOSFATO DE SÓDICO DE PREDNISOLONA,2027-09-30
FOSFATO DISSÓDICO DE BETAMETASONA + DIPROPIONATO DE BETAMETASONA,2031-05-31
FOSFATO SODICO DE PREDNISOLONA,2028-08-31
FOSMORYL,2031-08-31
FOSTAIR,2025-02-28
FOSTIMON-M,2027-10-31
FOXIS,2026-06-30
FOZA,2030-04-30
FRADEMICINA,2030-06-30
FRAXIPARINA,2028-01-31
"FRAÇÃO ÁCIDA CA ++ 3,0 MEQ/L 1:44",2028-07-31
FRENOTOSSE,2025-08-31
FRESH TEARS,2025-12-31
FRESOFLOX,2028-03-31
FRESOFOL,2025-07-31
FRESOLCAN,2027-07-31
FRISIUM,2029-10-31
FRIXOPEL,2028-02-29
FRONTAL,2025-03-31
FRUSALT,2029-09-30
FRUTAXX,2026-10-31
FRUTOVITAM,2029-10-31
FUCSIA MINUS,2026-10-31
FULPHILA,2030-09-30
FULVY,2031-06-30
FUMARATO DE BISOPROLOL+ HIDROCLOROTIAZIDA,2029-06-30
FUMARATO DE DIMETILA,2030-07-31
FUMARATO DE TENOFOVIR DESOPROXILA+LAMIVUDINA,2029-03-31
FUNCHICÓREA,2025-09-30
FUNED CETOCONAZOL,2027-10-31
FUNED DONEPEZILA,2027-05-31
FUNED METFORMINA,2028-10-31
FUNED METILDOPA,2026-12-31
FUNED PARACETAMOL,2028-04-30
FUNED PREDNISONA,2025-07-31
FUNED SULFAMETOXAZOL + TRIMETOPRIMA,2026-12-31
FUNED TENOFOVIR,2026-10-31
FUNED ÁCIDO FÓLICO,2026-12-31
FUNED- DEXCLORFENIRAMINA,2027-09-30
FUNED-CAPTOPRIL,2028-04-30
FUNED-NIFEDIPINA,2028-11-30
FUNGICORT,2025-05-31
FUNGISTEN,2027-01-31
FUNGITRIN,2025-05-31
FUNGONAZOL,2025-06-30
FUNOK,2028-08-31
FUNTYL,2026-12-31
FURACIN,2029-01-31
FUROSANTISA,2029-06-30
FUROSEFARMA,2026-04-30
FUROSETRON,2025-05-31
FURP METRONIDAZOL,2028-02-29
FURP- DIPIRONA,2027-02-28
FURP- PIRAZINAMIDA,2027-10-31
FURP-AMPICILINA,2028-02-29
FURP-AZATIOPRINA,2028-10-31
FURP-BENZILPENICILINA BENZATINA,2027-10-31
FURP-BENZILPENICILINA PROCAINA + BENZILPENICILINA POTASSICA,2029-05-31
FURP-CAPTOPRIL,2027-07-31
FURP-CEFALEXINA,2028-02-29
FURP-DAPSONA,2028-11-30
FURP-DESMOPRESSINA,2025-09-30
FURP-DEXAMETASONA,2028-04-30
FURP-DIAZEPAM,2028-04-30
FURP-DIGOXINA,2028-02-29
FURP-DONEPEZILA,2027-05-31
FURP-ESTREPTOMICINA,2027-02-28
FURP-FENOBARBITAL,2027-02-28
FURP-GLIBENCLAMIDA,2026-06-30
FURP-HALOPERIDOL,2027-02-28
FURP-HIDROCLOROTIAZIDA,2028-11-30
FURP-HIOSCINA,2028-10-31
FURP-ISONIAZIDA,2028-10-31
FURP-LAMIVUDINA,2025-02-28
FURP-LAMIVUDINA + ZIDOVUDINA,2025-01-31
FURP-METRONIDAZOL,2028-10-31
FURP-RIFAMPICINA,2027-09-30
FURP-SULFAMETOXAZOL + TRIMETOPRIMA,2027-09-30
FURP-SULFATO FERROSO,2029-06-30
FUZEON,2029-05-31
FYCOMPA,2026-05-31
FÁGICO,2025-01-31
G500 BALSÂMICO,2028-02-29
GABALGIN,2030-09-30
GABALLON,2028-05-31
GABANEURIN,2026-11-30
GADOVIST,2025-02-28
GAL-IPEN,2023-02-28
GALAMER,2029-09-30
GALENOGAL ELIXIR,2026-06-30
GALMIN,2026-09-30
GALVUS,2027-04-30
GALVUS MET,2029-01-31
GALZET,2026-09-30
GAMA ANTI-D GRIFOLS,2026-08-31
GAMA ANTI-HEPATITE B GRIFOLS,2026-08-31
GAMA ANTI-TETANO GRIFOLS,2026-08-31
GAMAGLOBULINA IM GRIFOLS,2027-02-28
GAMALINE V,2029-04-30
GAMAX,2028-07-31
GAMMANORM,2028-01-31
GAMMAPLEX,2022-07-31
GAMMAR,2029-12-31
GAMUNEX,2027-12-31
GANCICLOTRAT,2026-12-31
GANCICLOVIR SODICO,2027-01-31
GANFORT,2027-10-31
GANVIRAX,2025-05-31
GAPEM,2029-10-31
GARASONE,2028-05-31
GARDASIL,2026-08-31
GARDASIL 9,2027-12-31
GARDENAL,2029-10-31
GARGABEM,2028-05-31
GARGOJUICE,2030-05-31
GARRA DO DIABO HERBARIUM,2028-01-31
GARRA EC,2029-04-30
GASCOL PEP,2030-03-31
GASTRINON,2029-09-30
GASTRIUM,2029-12-31
GASTROFTAL,2025-04-30
GASTROGEL,2028-12-31
GASTROL,2028-06-30
GASTROL TC,2026-08-31
GASTROLIV,2027-08-31
GASTRONAN,2025-11-30
GASTROSIL,2025-05-31
GATIFLOXACINO,2030-11-30
GAUDY,2029-08-31
GAZYVA,2030-03-31
GCIB,2028-12-31
GELAFUNDIN,2029-04-30
GELLAT,2025-05-31
GELMAX,2029-10-31
GELMAX DIM,2029-11-30
GELMINEX,2029-09-30
GELO-BIO,2030-06-30
GELOL,2025-03-31
GELTRAT,2025-02-28
GEMZAR,2026-05-31
GENABYX,2023-03-31
GENCIX,2028-08-31
GENGIMIN,2028-10-31
GENKI XR,2029-09-30
GENLIBBS,2028-05-31
GENTAGRAN,2028-07-31
GENTAMICINA,2028-06-30
GENTAMISAN,2029-07-31
GENUXAL,2027-07-31
GENVOYA,2029-12-31
GERADOR-IPEN-TEC,2023-03-31
GERIATON,2029-10-31
GERILON,2027-06-30
GERIMED,2026-04-30
GEROVITAL,2026-10-31
GESTINOL,2025-04-30
GESTODENO+ETINILESTRADIOL,2026-06-30
GESTRELAN,2028-06-30
GHEMAXAN,2023-11-30
GIAMEBIL,2027-07-31
GILENYA,2026-07-31
GINBRE,2030-10-31
GINEC,2023-10-31
GINECOL,2025-12-31
GINESSE,2025-05-31
GINGILONE,2027-10-31
GINKGO BILOBA BRASTERAPICA,2029-11-30
GINKGO BILOBA ORIENT,2025-06-30
GINKGO CATARINENSE,2025-04-30
GINKGO ES,2028-03-31
GINKGO HERBARIUM,2027-12-31
GINKGO VIDORA,2031-01-31
GINKGO VITAL,2027-11-30
GINKOBA,2029-12-31
GINKOBONIN,2027-07-31
GINKOCAPS,2026-05-31
GINKOMED,2027-04-30
GINKOTAB,2025-07-31
GINNA,2028-01-31
GINO MIZONOL,2026-04-30
GINO-CANESTEN,2030-08-31
GINO-COLON,2027-10-31
GINOFLORAX,2026-03-31
GINSENG BIONATUS,2026-01-31
GIOTRIF,2026-02-28
GIVLAARI,2023-07-31
GLALFITAL,2029-11-30
GLAMIGAN,2027-01-31
GLAMIGAN MT,2031-06-30
GLARGILIN,2028-07-31
GLATUS,2029-11-30
GLAUB,2027-11-30
GLAUCOLIV,2027-02-28
GLAUCOTRAT,2026-01-31
GLAUCUR,2027-05-31
GLAUTIMOL,2026-07-31
GLIADEL,2026-09-30
GLIBENDIAB,2021-11-30
GLIBENECK,2026-12-31
GLICAMIN,2029-01-31
GLICEFOR,2028-12-31
GLICEP XR,2025-11-30
GLICOBRAS,2028-12-31
GLICOCER,2027-10-31
GLICOFISIOLÓGICO,2029-02-28
GLICOLIVE,2026-07-31
GLICOMET,2025-12-31
GLICONATO DE CALCIO,2027-04-30
GLICONIL,2025-12-31
GLICOSE  HALEX ISTAR,2029-03-31
GLICOSE  HYPOFARMA,2029-01-31
GLICOSE + CLORETO DE SÓDIO,2028-10-31
GLICOSE + CLORETO DE SÓDIO FARMACE,2029-03-31
GLICOSE BASA,2025-07-31
GLICOSE BEKER,2027-02-28
GLICOSE HALEX ISTAR,2030-03-31
GLICOSE MONOIDRATADA,2028-10-31
GLIFAGE,2029-03-31
GLIFAGE XR,2029-11-30
GLIMATIN,2026-07-31
GLIMEPIBAL,2022-07-31
GLIMEPIL,2029-09-30
GLIMERAN,2026-04-30
GLINAPE,2028-11-30
GLINK,2031-05-31
GLIONIL,2025-10-31
GLITISOL,2023-02-28
GLITYFOM,2026-05-31
GLIVANCE XR,2028-07-31
GLIVEC,2026-10-31
GLOPOL,2027-05-31
GLUCAGEN,2028-04-30
GLUCANTIME,2026-08-31
GLUCOBAY,2026-04-30
GLUCOREUMIN,2025-10-31
GLUCOVANCE,2026-04-30
GLUNAC,2023-04-30
GLYA,2030-04-30
GLYCOPHOS,2027-11-30
GLYFLUCAN,2027-03-31
GLYGRAN,2026-05-31
GLYMRYL,2025-11-30
GLYPRESSIN,2029-02-28
GLYTEOL,2026-12-31
GLYXAMBI,2028-11-30
GOB6,2026-09-30
GOLTRITE,2030-03-31
GONAL F,2026-12-31
GONAPEPTYL DAILY,2027-01-31
GONAPEPTYL DEPOT,2025-09-30
GOTAS BINELLI,2028-03-31
GOTAS PRECIOSAS,2028-08-31
GRACIAL,2027-03-31
GRAN-D,2029-03-31
